payment_id,customer_id,payment_date,amount,payment_status
773,773,2024-06-01,9.99,Success
774,774,2024-06-01,9.99,Success
775,775,2024-06-01,119.88,Success
776,776,2024-06-01,9.99,Success
777,777,2024-06-01,9.99,Success
778,778,2024-06-01,14.99,Success
779,779,2024-06-01,12.99,Success
780,780,2024-06-01,12.99,Success
781,781,2024-06-01,12.99,Failed
782,782,2024-06-01,12.99,Success
783,783,2024-06-01,9.99,Success
784,784,2024-06-01,14.99,Success
785,785,2024-06-01,14.99,Success
786,786,2024-06-01,9.99,Success
787,787,2024-06-01,14.99,Success
788,788,2024-06-01,9.99,Success
789,789,2024-06-01,179.88,Success
790,790,2024-06-01,179.88,Success
791,791,2024-06-01,9.99,Success
792,792,2024-06-01,14.99,Success
793,793,2024-06-01,179.88,Success
794,794,2024-06-01,12.99,Failed
795,795,2024-06-01,179.88,Success
796,796,2024-06-01,155.88,Success
797,797,2024-06-01,14.99,Success
798,798,2024-06-01,12.99,Success
799,799,2024-06-01,12.99,Success
800,800,2024-06-01,119.88,Success
801,801,2024-06-01,12.99,Success
802,802,2024-06-01,9.99,Success
803,803,2024-06-01,179.88,Success
804,804,2024-06-01,9.99,Success
805,805,2024-06-01,12.99,Success
806,806,2024-06-01,9.99,Success
807,807,2024-06-01,12.99,Success
808,808,2024-06-01,179.88,Success
809,809,2024-06-01,12.99,Success
810,810,2024-06-01,12.99,Success
811,811,2024-06-01,9.99,Success
812,812,2024-06-01,9.99,Success
813,813,2024-06-01,9.99,Success
814,814,2024-06-01,12.99,Success
815,815,2024-06-01,14.99,Success
816,816,2024-06-01,9.99,Success
817,817,2024-06-01,119.88,Success
818,818,2024-06-01,9.99,Success
819,819,2024-06-01,12.99,Success
820,820,2024-06-01,9.99,Success
821,821,2024-06-01,12.99,Failed
822,822,2024-06-01,14.99,Success
823,823,2024-06-01,12.99,Failed
824,824,2024-06-01,179.88,Success
825,825,2024-06-01,9.99,Success
826,826,2024-06-01,9.99,Success
827,827,2024-06-01,12.99,Success
828,828,2024-06-01,155.88,Success
829,829,2024-06-01,12.99,Success
830,830,2024-06-01,9.99,Success
831,831,2024-06-01,9.99,Success
832,832,2024-06-01,119.88,Success
833,833,2024-06-01,9.99,Success
834,834,2024-06-01,119.88,Success
835,835,2024-06-01,9.99,Success
836,836,2024-06-01,14.99,Success
837,837,2024-06-01,12.99,Success
838,838,2024-06-01,9.99,Success
839,839,2024-06-01,155.88,Success
840,840,2024-06-01,9.99,Success
841,841,2024-06-01,12.99,Failed
842,842,2024-06-01,9.99,Success
843,843,2024-06-01,12.99,Success
844,844,2024-06-01,12.99,Success
845,845,2024-06-01,12.99,Success
846,846,2024-06-01,12.99,Success
847,847,2024-06-01,14.99,Success
848,848,2024-06-01,12.99,Success
849,849,2024-06-01,12.99,Success
850,850,2024-06-01,119.88,Success
851,851,2024-06-01,119.88,Success
852,852,2024-06-01,9.99,Success
853,853,2024-06-01,119.88,Success
854,854,2024-06-01,9.99,Success
855,855,2024-06-01,179.88,Success
856,856,2024-06-01,155.88,Success
857,857,2024-06-01,9.99,Success
858,858,2024-06-01,9.99,Success
859,859,2024-06-01,12.99,Success
860,860,2024-06-01,12.99,Success
861,861,2024-06-01,12.99,Success
862,862,2024-06-01,14.99,Success
863,863,2024-06-01,12.99,Success
864,864,2024-06-01,155.88,Success
865,865,2024-06-01,119.88,Success
866,866,2024-06-01,9.99,Success
867,867,2024-06-01,12.99,Success
868,868,2024-06-01,14.99,Success
869,869,2024-06-01,12.99,Success
870,870,2024-06-01,9.99,Success
871,871,2024-06-01,179.88,Success
872,872,2024-06-01,9.99,Success
873,873,2024-06-01,9.99,Success
874,874,2024-06-01,119.88,Success
875,875,2024-06-01,119.88,Success
876,876,2024-06-01,179.88,Success
877,877,2024-06-01,12.99,Success
878,878,2024-06-01,9.99,Success
879,879,2024-06-01,14.99,Success
880,880,2024-06-01,155.88,Success
881,881,2024-06-01,12.99,Success
882,882,2024-06-01,155.88,Success
883,883,2024-06-01,9.99,Success
884,884,2024-06-01,12.99,Success
885,885,2024-06-01,179.88,Success
886,886,2024-06-01,9.99,Success
887,887,2024-06-01,9.99,Success
888,888,2024-06-01,14.99,Success
889,889,2024-06-01,119.88,Success
890,890,2024-06-01,14.99,Success
891,891,2024-06-01,12.99,Success
892,892,2024-06-01,9.99,Success
893,893,2024-06-01,9.99,Success
894,894,2024-06-01,12.99,Failed
895,895,2024-06-01,119.88,Success
896,896,2024-06-01,14.99,Failed
897,897,2024-06-01,119.88,Success
898,898,2024-06-01,155.88,Success
899,899,2024-06-01,12.99,Success
900,900,2024-06-01,9.99,Success
901,901,2024-06-01,9.99,Success
902,902,2024-06-01,155.88,Success
903,903,2024-06-01,12.99,Success
904,904,2024-06-01,9.99,Failed
905,905,2024-06-01,179.88,Success
906,906,2024-06-01,12.99,Success
907,907,2024-06-01,9.99,Success
908,908,2024-06-01,9.99,Success
909,909,2024-06-01,12.99,Failed
910,910,2024-06-01,9.99,Success
911,911,2024-06-01,9.99,Success
912,912,2024-06-01,119.88,Success
913,913,2024-06-01,179.88,Success
914,914,2024-06-01,12.99,Success
915,915,2024-06-01,179.88,Failed
916,916,2024-06-01,12.99,Failed
917,917,2024-06-01,9.99,Success
918,918,2024-06-01,12.99,Success
919,919,2024-06-01,155.88,Success
920,920,2024-06-01,119.88,Success
921,921,2024-06-01,14.99,Success
922,922,2024-06-01,9.99,Failed
923,923,2024-06-01,9.99,Success
924,924,2024-06-01,119.88,Success
925,925,2024-06-01,14.99,Success
926,926,2024-06-01,179.88,Success
927,927,2024-06-01,119.88,Success
928,928,2024-06-01,9.99,Success
929,929,2024-06-01,9.99,Success
930,930,2024-06-01,155.88,Success
931,931,2024-06-01,9.99,Success
932,932,2024-06-01,12.99,Success
933,933,2024-06-01,9.99,Success
934,934,2024-06-01,119.88,Success
935,935,2024-06-01,12.99,Success
936,936,2024-06-01,9.99,Success
937,937,2024-06-01,9.99,Success
938,938,2024-06-01,119.88,Success
939,939,2024-06-01,12.99,Success
940,940,2024-06-01,12.99,Success
941,941,2024-06-01,9.99,Success
942,942,2024-06-01,119.88,Success
943,943,2024-06-01,9.99,Success
944,944,2024-06-01,9.99,Success
945,945,2024-06-01,119.88,Success
946,946,2024-06-01,179.88,Success
947,947,2024-06-01,119.88,Success
948,948,2024-06-01,155.88,Success
949,949,2024-06-01,119.88,Failed
950,950,2024-06-01,9.99,Success
951,951,2024-06-01,14.99,Success
952,952,2024-06-01,12.99,Success
953,953,2024-06-01,119.88,Success
954,954,2024-06-01,155.88,Success
955,955,2024-06-01,14.99,Success
956,956,2024-06-01,119.88,Failed
957,957,2024-06-01,12.99,Success
958,958,2024-06-01,119.88,Success
959,959,2024-06-01,9.99,Success
960,960,2024-06-01,12.99,Success
961,961,2024-06-01,119.88,Failed
962,962,2024-06-01,9.99,Success
963,963,2024-06-01,9.99,Success
964,964,2024-06-01,155.88,Success
965,965,2024-06-01,9.99,Success
966,966,2024-06-01,12.99,Success
967,967,2024-06-01,9.99,Success
968,968,2024-06-01,12.99,Success
969,969,2024-06-01,12.99,Success
970,970,2024-06-01,9.99,Success
971,971,2024-06-01,9.99,Success
972,972,2024-06-01,14.99,Success
973,973,2024-06-01,14.99,Success
974,974,2024-06-01,14.99,Success
975,975,2024-06-01,12.99,Success
976,976,2024-06-01,14.99,Success
977,977,2024-06-01,179.88,Failed
978,978,2024-06-01,12.99,Success
979,979,2024-06-01,155.88,Success
980,980,2024-06-01,9.99,Success
981,981,2024-06-01,9.99,Success
982,982,2024-06-01,9.99,Success
983,983,2024-06-01,9.99,Success
984,984,2024-06-01,9.99,Success
985,985,2024-06-01,119.88,Success
986,986,2024-06-01,179.88,Success
987,987,2024-06-01,9.99,Failed
988,988,2024-06-01,9.99,Failed
989,989,2024-06-01,155.88,Success
990,990,2024-06-01,119.88,Success
991,991,2024-06-01,12.99,Success
992,992,2024-06-01,14.99,Success
993,993,2024-06-01,12.99,Failed
994,994,2024-06-01,9.99,Success
995,995,2024-06-01,12.99,Success
996,996,2024-06-01,119.88,Success
997,997,2024-06-01,9.99,Success
998,998,2024-06-01,12.99,Success
999,999,2024-06-01,9.99,Success
1000,1000,2024-06-01,12.99,Success
1001,1001,2024-06-01,12.99,Success
1002,1002,2024-06-01,9.99,Success
1003,1003,2024-06-01,9.99,Success
1004,1004,2024-06-01,12.99,Success
1005,1005,2024-06-01,12.99,Success
1006,1006,2024-06-01,9.99,Success
1007,1007,2024-06-01,9.99,Success
1008,1008,2024-06-01,12.99,Success
1009,1009,2024-06-01,9.99,Success
1010,1010,2024-06-01,14.99,Success
1011,1011,2024-06-01,14.99,Success
1012,1012,2024-06-01,12.99,Success
1013,1013,2024-06-01,14.99,Success
1014,1014,2024-06-01,179.88,Success
1015,1015,2024-06-01,12.99,Success
1016,1016,2024-06-01,9.99,Success
1017,1017,2024-06-01,119.88,Success
1018,1018,2024-06-01,9.99,Success
1019,1019,2024-06-01,14.99,Success
1020,1020,2024-06-01,179.88,Success
1021,1021,2024-06-01,9.99,Success
1022,1022,2024-06-01,9.99,Success
1023,1023,2024-06-01,9.99,Success
1024,1024,2024-06-01,179.88,Success
1025,1025,2024-06-01,14.99,Success
1026,1026,2024-06-01,12.99,Success
1027,1027,2024-06-01,14.99,Success
1028,1028,2024-06-01,9.99,Success
1029,1029,2024-06-01,12.99,Success
1030,1030,2024-06-01,9.99,Success
1031,1031,2024-06-01,179.88,Success
1032,1032,2024-06-01,9.99,Success
1033,1033,2024-06-01,9.99,Success
1034,1034,2024-06-01,12.99,Success
1035,1035,2024-06-01,14.99,Success
1036,1036,2024-06-01,155.88,Success
1037,1037,2024-06-01,119.88,Failed
1038,1038,2024-06-01,9.99,Success
1039,1039,2024-06-01,9.99,Success
1040,1040,2024-06-01,9.99,Success
1041,1041,2024-06-01,14.99,Success
1042,1042,2024-06-01,9.99,Success
1043,1043,2024-06-01,9.99,Success
1044,1044,2024-06-01,12.99,Success
1045,1045,2024-06-01,9.99,Success
1046,1046,2024-06-01,12.99,Success
1047,1047,2024-06-01,119.88,Success
1048,1048,2024-06-01,12.99,Success
1049,1049,2024-06-01,9.99,Success
1050,1050,2024-06-01,155.88,Success
1051,1051,2024-06-01,14.99,Failed
1052,1052,2024-06-01,9.99,Success
1053,1053,2024-06-01,119.88,Success
1054,1054,2024-06-01,12.99,Success
1055,1055,2024-06-01,9.99,Success
1056,1056,2024-06-01,12.99,Success
1057,1057,2024-06-01,12.99,Success
1058,1058,2024-06-01,12.99,Success
1059,1059,2024-06-01,14.99,Success
1060,1060,2024-06-01,119.88,Success
1061,1061,2024-06-01,14.99,Success
1062,1062,2024-06-01,14.99,Success
1063,1063,2024-06-01,119.88,Success
1064,1064,2024-06-01,14.99,Success
1065,1065,2024-06-01,179.88,Success
1066,1066,2024-06-01,119.88,Success
1067,1067,2024-06-01,14.99,Success
1068,1068,2024-06-01,14.99,Success
1069,1069,2024-06-01,119.88,Success
1070,1070,2024-06-01,119.88,Success
1071,1071,2024-06-01,9.99,Success
1072,1072,2024-06-01,155.88,Success
1073,1073,2024-06-01,9.99,Success
1074,1074,2024-06-01,12.99,Success
1075,1075,2024-06-01,9.99,Success
1076,1076,2024-06-01,155.88,Success
1077,1077,2024-06-01,9.99,Success
1078,1078,2024-06-01,9.99,Success
1079,1079,2024-06-01,14.99,Success
1080,1080,2024-06-01,12.99,Success
1081,1081,2024-06-01,9.99,Success
1082,1082,2024-06-01,14.99,Success
1083,1083,2024-06-01,12.99,Success
1084,1084,2024-06-01,12.99,Success
1085,1085,2024-06-01,14.99,Success
1086,1086,2024-06-01,9.99,Success
1087,1087,2024-06-01,9.99,Success
1088,1088,2024-06-01,9.99,Success
1089,1089,2024-06-01,9.99,Success
1090,1090,2024-06-01,14.99,Success
1091,1091,2024-06-01,9.99,Failed
1092,1092,2024-06-01,12.99,Failed
1093,1093,2024-06-01,179.88,Success
1094,1094,2024-06-01,179.88,Success
1095,1095,2024-06-01,12.99,Success
1096,1096,2024-06-01,9.99,Success
1097,1097,2024-06-01,12.99,Success
1098,1098,2024-06-01,12.99,Success
1099,1099,2024-06-01,9.99,Success
1100,1100,2024-06-01,14.99,Success
1101,1101,2024-06-01,12.99,Success
1102,1102,2024-06-01,119.88,Success
1103,1103,2024-06-01,119.88,Success
1104,1104,2024-06-01,12.99,Success
1105,1105,2024-06-01,119.88,Success
1106,1106,2024-06-01,14.99,Failed
1107,1107,2024-06-01,119.88,Success
1108,1108,2024-06-01,12.99,Success
1109,1109,2024-06-01,14.99,Success
1110,1110,2024-06-01,9.99,Success
1111,1111,2024-06-01,155.88,Success
1112,1112,2024-06-01,9.99,Success
1113,1113,2024-06-01,12.99,Success
1114,1114,2024-06-01,14.99,Success
1115,1115,2024-06-01,12.99,Success
1116,1116,2024-06-01,9.99,Success
1117,1117,2024-06-01,9.99,Success
1118,1118,2024-06-01,155.88,Success
1119,1119,2024-06-01,12.99,Success
1120,1120,2024-06-01,9.99,Failed
1121,1121,2024-06-01,12.99,Success
1122,1122,2024-06-01,155.88,Failed
1123,1123,2024-06-01,12.99,Success
1124,1124,2024-06-01,9.99,Success
1125,1125,2024-06-01,12.99,Success
1126,1126,2024-06-01,12.99,Success
1127,1127,2024-06-01,12.99,Success
1128,1128,2024-06-01,9.99,Success
1129,1129,2024-06-01,155.88,Success
1130,1130,2024-06-01,9.99,Success
1131,1131,2024-06-01,12.99,Success
1132,1132,2024-06-01,14.99,Success
1133,1133,2024-06-01,12.99,Success
1134,1134,2024-06-01,9.99,Success
1135,1135,2024-06-01,179.88,Success
1136,1136,2024-06-01,155.88,Success
1137,1137,2024-06-01,9.99,Success
1138,1138,2024-06-01,14.99,Success
1139,1139,2024-06-01,9.99,Success
1140,1140,2024-06-01,9.99,Success
1141,1141,2024-06-01,9.99,Success
1142,1142,2024-06-01,179.88,Success
1143,1143,2024-06-01,155.88,Success
1144,1144,2024-06-01,9.99,Success
1145,1145,2024-06-01,155.88,Success
1146,1146,2024-06-01,14.99,Success
1147,1147,2024-06-01,14.99,Success
1148,1148,2024-06-01,119.88,Success
1149,1149,2024-06-01,9.99,Success
1150,1150,2024-06-01,119.88,Success
1151,1151,2024-06-01,119.88,Success
1152,1152,2024-06-01,14.99,Success
1153,1153,2024-06-01,9.99,Success
1154,1154,2024-06-01,9.99,Success
1155,1155,2024-06-01,155.88,Success
1156,1156,2024-06-01,119.88,Success
1157,1157,2024-06-01,12.99,Failed
1158,1158,2024-06-01,9.99,Success
1159,1159,2024-06-01,119.88,Success
1160,1160,2024-06-01,14.99,Success
1161,1161,2024-06-01,9.99,Success
1162,1162,2024-06-01,9.99,Success
1163,1163,2024-06-01,9.99,Success
1164,1164,2024-06-01,12.99,Success
1165,1165,2024-06-01,119.88,Failed
1166,1166,2024-06-01,14.99,Success
1167,1167,2024-06-01,155.88,Success
1168,1168,2024-06-01,155.88,Success
1169,1169,2024-06-01,12.99,Success
1170,1170,2024-06-01,119.88,Success
1171,1171,2024-06-01,9.99,Success
1172,1172,2024-06-01,9.99,Success
1173,1173,2024-06-01,12.99,Success
1174,1174,2024-06-01,9.99,Success
1175,1175,2024-06-01,9.99,Success
1176,1176,2024-06-01,12.99,Success
1177,1177,2024-06-01,12.99,Success
1178,1178,2024-06-01,155.88,Failed
1179,1179,2024-06-01,12.99,Success
1180,1180,2024-06-01,12.99,Success
1181,1181,2024-06-01,155.88,Success
1182,1182,2024-06-01,9.99,Success
1183,1183,2024-06-01,12.99,Success
1184,1184,2024-06-01,9.99,Success
1185,1185,2024-06-01,12.99,Success
1186,1186,2024-06-01,14.99,Success
1187,1187,2024-06-01,12.99,Success
1188,1188,2024-06-01,119.88,Success
1189,1189,2024-06-01,12.99,Success
1190,1190,2024-06-01,9.99,Success
1191,1191,2024-06-01,119.88,Success
1192,1192,2024-06-01,12.99,Success
1193,1193,2024-06-01,9.99,Success
1194,1194,2024-06-01,12.99,Success
1195,1195,2024-06-01,14.99,Success
1196,1196,2024-06-01,9.99,Success
1197,1197,2024-06-01,9.99,Success
1198,1198,2024-06-01,9.99,Success
1199,1199,2024-06-01,155.88,Success
1200,1200,2024-06-01,119.88,Success
1201,1201,2024-06-01,14.99,Success
1202,1202,2024-06-01,12.99,Success
1203,1203,2024-06-01,119.88,Failed
1204,1204,2024-06-01,119.88,Success
1205,1205,2024-06-01,9.99,Success
1206,1206,2024-06-01,9.99,Failed
1207,1207,2024-06-01,9.99,Success
1208,1208,2024-06-01,119.88,Success
1209,1209,2024-06-01,119.88,Success
1210,1210,2024-06-01,9.99,Success
1211,1211,2024-06-01,14.99,Success
1212,1212,2024-06-01,14.99,Success
1213,1213,2024-06-01,9.99,Success
1214,1214,2024-06-01,119.88,Success
1215,1215,2024-06-01,9.99,Success
1216,1216,2024-06-01,9.99,Success
1217,1217,2024-06-01,9.99,Failed
1218,1218,2024-06-01,9.99,Success
1219,1219,2024-06-01,12.99,Success
1220,1220,2024-06-01,179.88,Success
1221,1221,2024-06-01,119.88,Success
1222,1222,2024-06-01,9.99,Failed
1223,1223,2024-06-01,12.99,Success
1224,1224,2024-06-01,9.99,Success
1225,1225,2024-06-01,179.88,Failed
1226,1226,2024-06-01,9.99,Success
1227,1227,2024-06-01,12.99,Success
1228,1228,2024-06-01,9.99,Success
1229,1229,2024-06-01,179.88,Success
1230,1230,2024-06-01,9.99,Success
1231,1231,2024-06-01,119.88,Success
1232,1232,2024-06-01,14.99,Success
1233,1233,2024-06-01,9.99,Success
1234,1234,2024-06-01,12.99,Success
1235,1235,2024-06-01,179.88,Success
1236,1236,2024-06-01,9.99,Success
1237,1237,2024-06-01,9.99,Success
1238,1238,2024-06-01,9.99,Success
1239,1239,2024-06-01,14.99,Success
1240,1240,2024-06-01,9.99,Success
1241,1241,2024-06-01,14.99,Failed
1242,1242,2024-06-01,14.99,Success
1243,1243,2024-06-01,179.88,Success
1244,1244,2024-06-01,12.99,Success
1245,1245,2024-06-01,9.99,Success
1246,1246,2024-06-01,9.99,Success
1247,1247,2024-06-01,155.88,Success
1248,1248,2024-06-01,12.99,Success
1249,1249,2024-06-01,155.88,Failed
1250,1250,2024-06-01,14.99,Success
1251,1251,2024-06-01,14.99,Success
1252,1252,2024-06-01,9.99,Success
1253,1253,2024-06-01,12.99,Success
1254,1254,2024-06-01,9.99,Success
1255,1255,2024-06-01,9.99,Success
1256,1256,2024-06-01,12.99,Success
1257,1257,2024-06-01,9.99,Success
1258,1258,2024-06-01,119.88,Success
1259,1259,2024-06-01,14.99,Failed
1260,1260,2024-06-01,12.99,Success
1261,1261,2024-06-01,12.99,Success
1262,1262,2024-06-01,9.99,Success
1263,1263,2024-06-01,119.88,Success
1264,1264,2024-06-01,14.99,Success
1265,1265,2024-06-01,12.99,Success
1266,1266,2024-06-01,155.88,Success
1267,1267,2024-06-01,9.99,Success
1268,1268,2024-06-01,119.88,Failed
1269,1269,2024-06-01,12.99,Success
1270,1270,2024-06-01,119.88,Failed
1271,1271,2024-06-01,12.99,Success
1272,1272,2024-06-01,14.99,Success
1273,1273,2024-06-01,12.99,Success
1274,1274,2024-06-01,14.99,Success
1275,1275,2024-06-01,12.99,Success
1276,1276,2024-06-01,14.99,Success
1277,1277,2024-06-01,9.99,Success
1278,1278,2024-06-01,155.88,Success
1279,1279,2024-06-01,119.88,Success
1280,1280,2024-06-01,12.99,Success
1281,1281,2024-06-01,12.99,Success
1282,1282,2024-06-01,9.99,Success
1283,1283,2024-06-01,9.99,Success
1284,1284,2024-06-01,155.88,Success
1285,1285,2024-06-01,9.99,Success
1286,1286,2024-06-01,9.99,Success
1287,1287,2024-06-01,14.99,Success
1288,1288,2024-06-01,119.88,Success
1289,1289,2024-06-01,9.99,Success
1290,1290,2024-06-01,155.88,Success
1291,1291,2024-06-01,9.99,Success
1292,1292,2024-06-01,9.99,Success
1293,1293,2024-06-01,12.99,Success
1294,1294,2024-06-01,9.99,Success
1295,1295,2024-06-01,9.99,Success
1296,1296,2024-06-01,9.99,Success
1297,1297,2024-06-01,9.99,Success
1298,1298,2024-06-01,14.99,Success
1299,1299,2024-06-01,14.99,Success
1300,1300,2024-06-01,12.99,Success
1301,1301,2024-06-01,14.99,Success
1302,1302,2024-06-01,119.88,Success
1303,1303,2024-06-01,12.99,Success
1304,1304,2024-06-01,9.99,Success
1305,1305,2024-06-01,9.99,Success
1306,1306,2024-06-01,119.88,Success
1307,1307,2024-06-01,179.88,Success
1308,1308,2024-06-01,9.99,Success
1309,1309,2024-06-01,179.88,Success
1310,1310,2024-06-01,12.99,Success
1311,1311,2024-06-01,9.99,Success
1312,1312,2024-06-01,14.99,Success
1313,1313,2024-06-01,9.99,Success
1314,1314,2024-06-01,9.99,Success
1315,1315,2024-06-01,12.99,Success
1316,1316,2024-06-01,12.99,Success
1317,1317,2024-06-01,9.99,Success
1318,1318,2024-06-01,9.99,Success
1319,1319,2024-06-01,12.99,Success
1320,1320,2024-06-01,119.88,Success
1321,1321,2024-06-01,12.99,Success
1322,1322,2024-06-01,119.88,Success
1323,1323,2024-06-01,155.88,Success
1324,1324,2024-06-01,9.99,Success
1325,1325,2024-06-01,179.88,Success
1326,1326,2024-06-01,14.99,Success
1327,1327,2024-06-01,9.99,Success
1328,1328,2024-06-01,12.99,Success
1329,1329,2024-06-01,12.99,Success
1330,1330,2024-06-01,9.99,Success
1331,1331,2024-06-01,14.99,Success
1332,1332,2024-06-01,14.99,Success
1333,1333,2024-06-01,9.99,Success
1334,1334,2024-06-01,9.99,Success
1335,1335,2024-06-01,12.99,Success
1336,1336,2024-06-01,12.99,Success
1337,1337,2024-06-01,12.99,Success
1338,1338,2024-06-01,9.99,Failed
1339,1339,2024-06-01,14.99,Success
1340,1340,2024-06-01,12.99,Success
1341,1341,2024-06-01,119.88,Success
1342,1342,2024-06-01,179.88,Success
1343,1343,2024-06-01,155.88,Success
1344,1344,2024-06-01,9.99,Success
1345,1345,2024-06-01,9.99,Success
1346,1346,2024-06-01,9.99,Success
1347,1347,2024-06-01,119.88,Success
1348,1348,2024-06-01,12.99,Success
1349,1349,2024-06-01,12.99,Success
1350,1350,2024-06-01,119.88,Success
1351,1351,2024-06-01,9.99,Success
1352,1352,2024-06-01,12.99,Success
1353,1353,2024-06-01,9.99,Success
1354,1354,2024-06-01,14.99,Success
1355,1355,2024-06-01,119.88,Success
1356,1356,2024-06-01,12.99,Success
1357,1357,2024-06-01,9.99,Success
1358,1358,2024-06-01,14.99,Success
1359,1359,2024-06-01,179.88,Success
1360,1360,2024-06-01,119.88,Success
1361,1361,2024-06-01,9.99,Success
1362,1362,2024-06-01,12.99,Success
1363,1363,2024-06-01,119.88,Success
1364,1364,2024-06-01,9.99,Success
1365,1365,2024-06-01,12.99,Success
1366,1366,2024-06-01,14.99,Success
1367,1367,2024-06-01,9.99,Success
1368,1368,2024-06-01,12.99,Success
1369,1369,2024-06-01,9.99,Success
1370,1370,2024-06-01,14.99,Failed
1371,1371,2024-06-01,9.99,Success
1372,1372,2024-06-01,12.99,Success
1373,1373,2024-06-01,12.99,Success
1374,1374,2024-06-01,179.88,Success
1375,1375,2024-06-01,12.99,Success
1376,1376,2024-06-01,179.88,Failed
1377,1377,2024-06-01,155.88,Success
1378,1378,2024-06-01,9.99,Success
1379,1379,2024-06-01,14.99,Success
1380,1380,2024-06-01,14.99,Success
1381,1381,2024-06-01,119.88,Success
1382,1382,2024-06-01,119.88,Success
1383,1383,2024-06-01,14.99,Success
1384,1384,2024-06-01,9.99,Success
1385,1385,2024-06-01,119.88,Success
1386,1386,2024-06-01,9.99,Success
1387,1387,2024-06-01,12.99,Success
1388,1388,2024-06-01,14.99,Success
1389,1389,2024-06-01,9.99,Success
1390,1390,2024-06-01,119.88,Success
1391,1391,2024-06-01,119.88,Success
1392,1392,2024-06-01,155.88,Success
1393,1393,2024-06-01,12.99,Success
1394,1394,2024-06-01,119.88,Success
1395,1395,2024-06-01,12.99,Success
1396,1396,2024-06-01,119.88,Success
1397,1397,2024-06-01,155.88,Success
1398,1398,2024-06-01,119.88,Success
1399,1399,2024-06-01,9.99,Failed
1400,1400,2024-06-01,9.99,Success
1401,1401,2024-06-01,155.88,Success
1402,1402,2024-06-01,9.99,Success
1403,1403,2024-06-01,14.99,Success
1404,1404,2024-06-01,155.88,Failed
1405,1405,2024-06-01,14.99,Success
1406,1406,2024-06-01,9.99,Success
1407,1407,2024-06-01,9.99,Success
1408,1408,2024-06-01,179.88,Failed
1409,1409,2024-06-01,9.99,Success
1410,1410,2024-06-01,119.88,Success
1411,1411,2024-06-01,9.99,Success
1412,1412,2024-06-01,119.88,Success
1413,1413,2024-06-01,9.99,Success
1414,1414,2024-06-01,12.99,Success
1415,1415,2024-06-01,9.99,Success
1416,1416,2024-06-01,14.99,Success
1417,1417,2024-06-01,9.99,Success
1418,1418,2024-06-01,9.99,Failed
1419,1419,2024-06-01,9.99,Success
1420,1420,2024-06-01,9.99,Success
1421,1421,2024-06-01,9.99,Success
1422,1422,2024-06-01,14.99,Success
1423,1423,2024-06-01,14.99,Success
1424,1424,2024-06-01,9.99,Success
1425,1425,2024-06-01,14.99,Failed
1426,1426,2024-06-01,9.99,Success
1427,1427,2024-06-01,9.99,Success
1428,1428,2024-06-01,9.99,Success
1429,1429,2024-06-01,14.99,Failed
1430,1430,2024-06-01,9.99,Success
1431,1431,2024-06-01,12.99,Success
1432,1432,2024-06-01,12.99,Success
1433,1433,2024-06-01,12.99,Success
1434,1434,2024-06-01,9.99,Success
1435,1435,2024-06-01,12.99,Failed
1436,1436,2024-06-01,179.88,Success
1437,1437,2024-06-01,155.88,Success
1438,1438,2024-06-01,14.99,Success
1439,1439,2024-06-01,9.99,Success
1440,1440,2024-06-01,119.88,Success
1441,1441,2024-06-01,9.99,Success
1442,1442,2024-06-01,12.99,Success
1443,1443,2024-06-01,9.99,Success
1444,1444,2024-06-01,119.88,Success
1445,1445,2024-06-01,12.99,Success
1446,1446,2024-06-01,179.88,Success
1447,1447,2024-06-01,14.99,Success
1448,1448,2024-06-01,9.99,Failed
1449,1449,2024-06-01,9.99,Success
1450,1450,2024-06-01,9.99,Success
1451,1451,2024-06-01,119.88,Success
1452,1452,2024-06-01,14.99,Success
1453,1453,2024-06-01,9.99,Success
1454,1454,2024-06-01,9.99,Success
1455,1455,2024-06-01,12.99,Success
1456,1456,2024-06-01,9.99,Success
1457,1457,2024-06-01,155.88,Success
1458,1458,2024-06-01,179.88,Success
1459,1459,2024-06-01,9.99,Success
1460,1460,2024-06-01,12.99,Success
1461,1461,2024-06-01,9.99,Success
1462,1462,2024-06-01,179.88,Success
1463,1463,2024-06-01,119.88,Success
1464,1464,2024-06-01,119.88,Success
1465,1465,2024-06-01,9.99,Success
1466,1466,2024-06-01,14.99,Failed
1467,1467,2024-06-01,179.88,Success
1468,1468,2024-06-01,9.99,Success
1469,1469,2024-06-01,9.99,Success
1470,1470,2024-06-01,9.99,Success
1471,1471,2024-06-01,14.99,Success
1472,1472,2024-06-01,12.99,Success
1473,1473,2024-06-01,12.99,Success
1474,1474,2024-06-01,119.88,Failed
1475,1475,2024-06-01,9.99,Success
1476,1476,2024-06-01,179.88,Success
1477,1477,2024-06-01,9.99,Failed
1478,1478,2024-06-01,14.99,Success
1479,1479,2024-06-01,14.99,Success
1480,1480,2024-06-01,119.88,Success
1481,1481,2024-06-01,12.99,Success
1482,1482,2024-06-01,12.99,Success
1483,1483,2024-06-01,119.88,Success
1484,1484,2024-06-01,155.88,Success
1485,1485,2024-06-01,119.88,Success
1486,1486,2024-06-01,12.99,Success
1487,1487,2024-06-01,12.99,Success
1488,1488,2024-06-01,119.88,Success
1489,1489,2024-06-01,9.99,Success
1490,1490,2024-06-01,12.99,Success
