customer_id,signup_date,country,age_group,subscription_plan,billing_cycle,monthly_fee,acquisition_channel,device_type,status,churn_date
987,2024-03-14,UAE,35-44,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
988,2024-02-15,Australia,45-54,Basic,Monthly,9.99,Instagram,Smart TV,Active,
989,2024-12-29,Canada,25-34,Standard,Annual,12.99,YouTube,Tablet,Active,
990,2024-10-10,Australia,55+,Basic,Annual,9.99,Facebook,Smart TV,Active,
991,2024-10-13,USA,25-34,Standard,Monthly,12.99,Facebook,Tablet,Active,
992,2024-11-23,Australia,45-54,Premium,Monthly,14.99,Instagram,Smart TV,Active,
993,2024-12-18,Australia,45-54,Standard,Monthly,12.99,Google Ads,Tablet,Active,
994,2024-10-24,Australia,45-54,Basic,Monthly,9.99,TikTok,Mobile,Active,
995,2024-07-10,Australia,25-34,Standard,Monthly,12.99,Referral,Mobile,Active,
996,2024-03-15,UK,35-44,Basic,Annual,9.99,Instagram,Mobile,Active,
997,2024-05-19,Germany,18-24,Basic,Monthly,9.99,Facebook,Tablet,Active,
998,2024-09-28,Canada,25-34,Standard,Monthly,12.99,Google Ads,Desktop,Active,
999,2024-10-05,Australia,35-44,Basic,Monthly,9.99,TikTok,Tablet,Active,
1000,2024-02-19,UK,18-24,Standard,Monthly,12.99,Instagram,Tablet,Active,
1001,2024-07-09,UK,18-24,Standard,Monthly,12.99,Instagram,Desktop,Active,
1002,2024-09-14,UAE,55+,Basic,Monthly,9.99,TikTok,Mobile,Active,
1003,2024-08-01,UK,18-24,Basic,Monthly,9.99,YouTube,Tablet,Active,
1004,2024-06-08,Brazil,55+,Standard,Monthly,12.99,Referral,Tablet,Active,
1005,2024-03-29,India,25-34,Standard,Monthly,12.99,Instagram,Desktop,Active,
1006,2024-12-18,UK,18-24,Basic,Monthly,9.99,YouTube,Mobile,Active,
1007,2024-02-09,France,18-24,Basic,Monthly,9.99,Instagram,Mobile,Active,
1008,2024-01-17,USA,45-54,Standard,Monthly,12.99,Google Ads,Tablet,Active,
1009,2024-01-23,India,18-24,Basic,Monthly,9.99,Referral,Desktop,Active,
1010,2024-10-27,Germany,18-24,Premium,Monthly,14.99,Google Ads,Desktop,Active,
1011,2024-05-22,UK,55+,Premium,Monthly,14.99,TikTok,Desktop,Active,
1012,2024-09-15,Singapore,18-24,Standard,Monthly,12.99,Referral,Desktop,Active,
1013,2024-04-08,UAE,18-24,Premium,Monthly,14.99,TikTok,Mobile,Active,
1014,2024-04-19,Brazil,35-44,Premium,Annual,14.99,TikTok,Desktop,Active,
1015,2024-08-13,Germany,45-54,Standard,Monthly,12.99,YouTube,Desktop,Active,
1016,2024-09-20,Germany,18-24,Basic,Monthly,9.99,YouTube,Mobile,Active,
1017,2024-09-23,Australia,55+,Basic,Annual,9.99,TikTok,Mobile,Active,
1018,2024-02-12,Australia,45-54,Basic,Monthly,9.99,Referral,Tablet,Active,
1019,2024-12-17,UAE,45-54,Premium,Monthly,14.99,Facebook,Smart TV,Active,
1020,2024-04-06,Brazil,35-44,Premium,Annual,14.99,Instagram,Mobile,Active,
1021,2024-12-11,Brazil,55+,Basic,Monthly,9.99,TikTok,Mobile,Active,
1022,2024-03-02,Singapore,18-24,Basic,Monthly,9.99,TikTok,Desktop,Active,
1023,2024-02-03,Canada,55+,Basic,Monthly,9.99,YouTube,Mobile,Active,
1024,2024-04-29,Australia,55+,Premium,Annual,14.99,Referral,Tablet,Active,
1025,2024-11-25,Singapore,45-54,Premium,Monthly,14.99,YouTube,Tablet,Active,
1026,2024-03-16,Australia,45-54,Standard,Monthly,12.99,YouTube,Desktop,Active,
1027,2024-11-17,USA,18-24,Premium,Monthly,14.99,YouTube,Mobile,Active,
1028,2024-04-01,UK,35-44,Basic,Monthly,9.99,Referral,Mobile,Active,
1029,2024-02-09,Brazil,45-54,Standard,Monthly,12.99,Instagram,Tablet,Active,
1030,2024-12-04,UAE,35-44,Basic,Monthly,9.99,Referral,Mobile,Active,
1031,2024-01-17,India,45-54,Premium,Annual,14.99,YouTube,Tablet,Active,
1032,2024-07-11,UK,55+,Basic,Monthly,9.99,TikTok,Tablet,Active,
1033,2024-12-27,Australia,45-54,Basic,Monthly,9.99,YouTube,Mobile,Active,
1034,2024-10-18,UAE,55+,Standard,Monthly,12.99,YouTube,Smart TV,Active,
1035,2024-10-14,Australia,45-54,Premium,Monthly,14.99,Referral,Smart TV,Churned,2025-02-21 00:00:00
1036,2024-11-11,Australia,35-44,Standard,Annual,12.99,Google Ads,Mobile,Active,
1037,2024-10-29,Germany,55+,Basic,Annual,9.99,Google Ads,Tablet,Active,
1038,2024-07-13,Germany,45-54,Basic,Monthly,9.99,Facebook,Mobile,Active,
1039,2024-12-04,Singapore,18-24,Basic,Monthly,9.99,TikTok,Mobile,Churned,2025-03-23 00:00:00
1040,2024-06-05,UAE,35-44,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
1041,2024-12-02,France,35-44,Premium,Monthly,14.99,Google Ads,Smart TV,Active,
1042,2024-10-28,Singapore,45-54,Basic,Monthly,9.99,Facebook,Mobile,Active,
1043,2024-09-07,Germany,45-54,Basic,Monthly,9.99,Referral,Tablet,Active,
1044,2024-03-26,France,25-34,Standard,Monthly,12.99,YouTube,Mobile,Active,
1045,2024-10-01,Australia,55+,Basic,Monthly,9.99,YouTube,Desktop,Active,
1046,2024-11-15,Singapore,18-24,Standard,Monthly,12.99,Referral,Tablet,Active,
1047,2024-05-19,Brazil,45-54,Basic,Annual,9.99,Instagram,Tablet,Active,
1048,2024-02-09,France,55+,Standard,Monthly,12.99,Facebook,Desktop,Churned,2024-05-25 00:00:00
1049,2024-07-31,Brazil,55+,Basic,Monthly,9.99,Instagram,Mobile,Active,
1050,2024-11-17,Brazil,25-34,Standard,Annual,12.99,TikTok,Smart TV,Churned,2025-05-13 00:00:00
1051,2024-05-17,Singapore,45-54,Premium,Monthly,14.99,Referral,Mobile,Active,
1052,2024-09-24,Canada,25-34,Basic,Monthly,9.99,TikTok,Tablet,Active,
1053,2024-08-10,India,25-34,Basic,Annual,9.99,YouTube,Tablet,Active,
1054,2024-05-26,Singapore,25-34,Standard,Monthly,12.99,YouTube,Desktop,Active,
1055,2024-02-28,Australia,45-54,Basic,Monthly,9.99,YouTube,Smart TV,Active,
1056,2024-08-04,UK,35-44,Standard,Monthly,12.99,Instagram,Mobile,Active,
1057,2024-05-12,UAE,25-34,Standard,Monthly,12.99,TikTok,Mobile,Active,
1058,2024-09-05,India,35-44,Standard,Monthly,12.99,Referral,Tablet,Active,
1059,2024-02-02,Germany,18-24,Premium,Monthly,14.99,YouTube,Desktop,Active,
1060,2024-04-30,India,55+,Basic,Annual,9.99,TikTok,Tablet,Active,
1061,2024-09-11,India,35-44,Premium,Monthly,14.99,Facebook,Smart TV,Active,
1062,2024-04-30,India,25-34,Premium,Monthly,14.99,Instagram,Tablet,Active,
1063,2024-08-13,USA,45-54,Basic,Annual,9.99,Referral,Tablet,Active,
1064,2024-12-24,France,45-54,Premium,Monthly,14.99,TikTok,Desktop,Active,
1065,2024-05-22,Germany,45-54,Premium,Annual,14.99,TikTok,Tablet,Active,
1066,2024-06-06,Singapore,18-24,Basic,Annual,9.99,TikTok,Mobile,Active,
1067,2024-12-19,Australia,55+,Premium,Monthly,14.99,YouTube,Tablet,Active,
1068,2024-11-23,India,55+,Premium,Monthly,14.99,Instagram,Smart TV,Active,
1069,2024-07-17,Australia,35-44,Basic,Annual,9.99,Google Ads,Desktop,Active,
1070,2024-06-01,Brazil,35-44,Basic,Annual,9.99,TikTok,Smart TV,Active,
1071,2024-01-18,Brazil,45-54,Basic,Monthly,9.99,TikTok,Smart TV,Active,
1072,2024-06-19,India,25-34,Standard,Annual,12.99,TikTok,Tablet,Active,
1073,2024-09-16,Germany,45-54,Basic,Monthly,9.99,TikTok,Mobile,Churned,2025-03-05 00:00:00
1074,2024-01-27,UK,18-24,Standard,Monthly,12.99,YouTube,Desktop,Churned,2024-06-18 00:00:00
1075,2024-11-17,India,25-34,Basic,Monthly,9.99,Instagram,Desktop,Active,
1076,2024-10-31,Germany,45-54,Standard,Annual,12.99,YouTube,Desktop,Active,
1077,2024-05-13,Germany,35-44,Basic,Monthly,9.99,Instagram,Mobile,Active,
1078,2024-07-31,France,55+,Basic,Monthly,9.99,Instagram,Mobile,Active,
1079,2024-01-12,Canada,18-24,Premium,Monthly,14.99,YouTube,Desktop,Active,
1080,2024-05-14,France,55+,Standard,Monthly,12.99,YouTube,Tablet,Active,
1081,2024-03-17,Singapore,18-24,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
1082,2024-08-20,Canada,25-34,Premium,Monthly,14.99,Instagram,Tablet,Active,
1083,2024-05-27,France,25-34,Standard,Monthly,12.99,Referral,Desktop,Active,
1084,2024-05-24,UK,45-54,Standard,Monthly,12.99,Instagram,Mobile,Active,
1085,2024-05-28,Brazil,25-34,Premium,Monthly,14.99,Facebook,Smart TV,Active,
1086,2024-02-13,Germany,45-54,Basic,Monthly,9.99,TikTok,Desktop,Active,
1087,2024-12-31,Singapore,35-44,Basic,Monthly,9.99,Google Ads,Mobile,Active,
1088,2024-10-12,Canada,45-54,Basic,Monthly,9.99,Facebook,Mobile,Active,
1089,2024-01-03,Australia,45-54,Basic,Monthly,9.99,TikTok,Tablet,Active,
1090,2024-03-08,Singapore,25-34,Premium,Monthly,14.99,Facebook,Desktop,Active,
1091,2024-09-14,Brazil,25-34,Basic,Monthly,9.99,Google Ads,Tablet,Active,
1092,2024-12-29,India,35-44,Standard,Monthly,12.99,Google Ads,Desktop,Active,
1093,2024-09-12,Germany,45-54,Premium,Annual,14.99,Facebook,Tablet,Active,
1094,2024-11-09,UAE,35-44,Premium,Annual,14.99,YouTube,Desktop,Active,
1095,2024-06-10,UK,55+,Standard,Monthly,12.99,TikTok,Smart TV,Active,
1096,2024-01-28,UK,18-24,Basic,Monthly,9.99,YouTube,Tablet,Active,
1097,2024-03-24,Brazil,18-24,Standard,Monthly,12.99,YouTube,Tablet,Active,
1098,2024-12-29,India,25-34,Standard,Monthly,12.99,Google Ads,Tablet,Active,
1099,2024-02-17,UK,55+,Basic,Monthly,9.99,Facebook,Desktop,Active,
1100,2024-10-25,Singapore,25-34,Premium,Monthly,14.99,YouTube,Mobile,Active,
1101,2024-05-06,USA,35-44,Standard,Monthly,12.99,TikTok,Mobile,Churned,2024-08-28 00:00:00
1102,2024-07-20,India,35-44,Basic,Annual,9.99,Instagram,Mobile,Active,
1103,2024-02-11,Brazil,45-54,Basic,Annual,9.99,TikTok,Tablet,Active,
1104,2024-10-31,USA,55+,Standard,Monthly,12.99,YouTube,Tablet,Active,
1105,2024-10-18,Australia,35-44,Basic,Annual,9.99,Google Ads,Mobile,Active,
1106,2024-10-07,France,35-44,Premium,Monthly,14.99,Instagram,Desktop,Active,
1107,2024-07-23,UK,45-54,Basic,Annual,9.99,YouTube,Tablet,Active,
1108,2024-11-27,India,35-44,Standard,Monthly,12.99,YouTube,Smart TV,Active,
1109,2024-06-07,Germany,18-24,Premium,Monthly,14.99,Facebook,Desktop,Active,
1110,2024-09-07,Australia,55+,Basic,Monthly,9.99,Referral,Smart TV,Active,
1111,2024-02-16,Singapore,25-34,Standard,Annual,12.99,YouTube,Smart TV,Active,
1112,2024-02-17,Brazil,25-34,Basic,Monthly,9.99,TikTok,Desktop,Active,
1113,2024-09-10,India,35-44,Standard,Monthly,12.99,YouTube,Smart TV,Active,
1114,2024-02-10,UK,25-34,Premium,Monthly,14.99,TikTok,Tablet,Active,
1115,2024-05-07,USA,55+,Standard,Monthly,12.99,Google Ads,Mobile,Active,
1116,2024-09-19,India,45-54,Basic,Monthly,9.99,TikTok,Tablet,Active,
1117,2024-06-30,USA,18-24,Basic,Monthly,9.99,TikTok,Smart TV,Churned,2024-12-05 00:00:00
1118,2024-04-01,USA,18-24,Standard,Annual,12.99,YouTube,Tablet,Active,
1119,2024-06-09,Brazil,55+,Standard,Monthly,12.99,Facebook,Tablet,Active,
1120,2024-04-05,Singapore,35-44,Basic,Monthly,9.99,TikTok,Mobile,Active,
1121,2024-08-10,India,18-24,Standard,Monthly,12.99,Instagram,Smart TV,Active,
1122,2024-08-23,Singapore,45-54,Standard,Annual,12.99,Facebook,Tablet,Active,
1123,2024-12-19,France,35-44,Standard,Monthly,12.99,Google Ads,Desktop,Active,
1124,2024-03-10,USA,25-34,Basic,Monthly,9.99,Google Ads,Desktop,Active,
1125,2024-09-03,France,55+,Standard,Monthly,12.99,Instagram,Mobile,Active,
1126,2024-06-03,France,18-24,Standard,Monthly,12.99,Google Ads,Desktop,Active,
1127,2024-03-19,Brazil,45-54,Standard,Monthly,12.99,Google Ads,Smart TV,Active,
1128,2024-10-26,France,18-24,Basic,Monthly,9.99,Facebook,Mobile,Active,
1129,2024-02-22,France,45-54,Standard,Annual,12.99,TikTok,Tablet,Active,
1130,2024-01-19,Singapore,55+,Basic,Monthly,9.99,TikTok,Smart TV,Active,
1131,2024-04-28,France,55+,Standard,Monthly,12.99,Facebook,Mobile,Active,
1132,2024-05-17,Brazil,18-24,Premium,Monthly,14.99,YouTube,Tablet,Active,
1133,2024-08-17,Australia,25-34,Standard,Monthly,12.99,YouTube,Tablet,Active,
1134,2024-08-12,Germany,55+,Basic,Monthly,9.99,TikTok,Smart TV,Active,
1135,2024-03-08,France,45-54,Premium,Annual,14.99,TikTok,Tablet,Active,
1136,2024-08-29,Singapore,25-34,Standard,Annual,12.99,Facebook,Mobile,Active,
1137,2024-12-07,UK,55+,Basic,Monthly,9.99,YouTube,Mobile,Active,
1138,2024-07-31,Canada,25-34,Premium,Monthly,14.99,Referral,Mobile,Active,
1139,2024-01-10,UK,25-34,Basic,Monthly,9.99,Referral,Mobile,Active,
1140,2024-02-02,Canada,18-24,Basic,Monthly,9.99,Referral,Desktop,Active,
1141,2024-09-06,Germany,18-24,Basic,Monthly,9.99,Referral,Tablet,Active,
1142,2024-03-18,Singapore,18-24,Premium,Annual,14.99,TikTok,Mobile,Active,
1143,2024-08-12,India,18-24,Standard,Annual,12.99,Referral,Mobile,Active,
1144,2024-10-14,India,25-34,Basic,Monthly,9.99,Facebook,Desktop,Active,
1145,2024-05-29,Brazil,18-24,Standard,Annual,12.99,Instagram,Tablet,Active,
1146,2024-06-20,Canada,45-54,Premium,Monthly,14.99,YouTube,Mobile,Active,
1147,2024-05-05,Australia,55+,Premium,Monthly,14.99,Instagram,Mobile,Active,
1148,2024-05-16,Germany,25-34,Basic,Annual,9.99,Instagram,Smart TV,Active,
1149,2024-04-26,France,45-54,Basic,Monthly,9.99,Referral,Tablet,Active,
1150,2024-01-16,UAE,18-24,Basic,Annual,9.99,Google Ads,Tablet,Active,
1151,2024-06-10,France,18-24,Basic,Annual,9.99,YouTube,Mobile,Active,
1152,2024-12-04,Singapore,18-24,Premium,Monthly,14.99,TikTok,Tablet,Active,
1153,2024-08-02,UAE,35-44,Basic,Monthly,9.99,TikTok,Tablet,Active,
1154,2024-06-25,UAE,55+,Basic,Monthly,9.99,Instagram,Smart TV,Active,
1155,2024-08-16,Singapore,55+,Standard,Annual,12.99,TikTok,Smart TV,Active,
1156,2024-12-23,France,25-34,Basic,Annual,9.99,Facebook,Mobile,Active,
1157,2024-01-19,UK,55+,Standard,Monthly,12.99,Referral,Tablet,Active,
1158,2024-04-19,UAE,35-44,Basic,Monthly,9.99,TikTok,Desktop,Active,
1159,2024-01-12,Singapore,35-44,Basic,Annual,9.99,Instagram,Tablet,Active,
1160,2024-08-04,Germany,35-44,Premium,Monthly,14.99,TikTok,Tablet,Churned,2024-09-18 00:00:00
1161,2024-03-04,India,45-54,Basic,Monthly,9.99,Facebook,Mobile,Active,
1162,2024-08-20,Singapore,55+,Basic,Monthly,9.99,TikTok,Desktop,Active,
1163,2024-06-28,Singapore,25-34,Basic,Monthly,9.99,TikTok,Smart TV,Active,
1164,2024-09-23,UAE,55+,Standard,Monthly,12.99,Instagram,Tablet,Active,
1165,2024-08-20,France,18-24,Basic,Annual,9.99,Google Ads,Mobile,Active,
1166,2024-08-05,Brazil,18-24,Premium,Monthly,14.99,Facebook,Smart TV,Active,
1167,2024-10-28,Australia,55+,Standard,Annual,12.99,YouTube,Smart TV,Active,
1168,2024-08-13,France,25-34,Standard,Annual,12.99,Instagram,Desktop,Active,
1169,2024-09-05,UAE,18-24,Standard,Monthly,12.99,TikTok,Desktop,Churned,2025-02-13 00:00:00
1170,2024-08-21,UAE,35-44,Basic,Annual,9.99,Google Ads,Smart TV,Active,
1171,2024-02-26,USA,55+,Basic,Monthly,9.99,Instagram,Mobile,Active,
1172,2024-07-09,Australia,45-54,Basic,Monthly,9.99,Google Ads,Desktop,Active,
1173,2024-03-13,Australia,35-44,Standard,Monthly,12.99,Instagram,Desktop,Active,
1174,2024-09-07,India,18-24,Basic,Monthly,9.99,YouTube,Smart TV,Active,
1175,2024-10-20,Germany,45-54,Basic,Monthly,9.99,YouTube,Desktop,Active,
1176,2024-03-11,Brazil,45-54,Standard,Monthly,12.99,Instagram,Tablet,Active,
1177,2024-02-15,France,45-54,Standard,Monthly,12.99,Instagram,Smart TV,Active,
1178,2024-06-22,Brazil,35-44,Standard,Annual,12.99,TikTok,Mobile,Active,
1179,2024-03-25,Australia,55+,Standard,Monthly,12.99,TikTok,Mobile,Active,
1180,2024-11-25,Singapore,55+,Standard,Monthly,12.99,Referral,Mobile,Active,
1181,2024-10-18,UAE,18-24,Standard,Annual,12.99,Google Ads,Desktop,Active,
1182,2024-01-10,Singapore,45-54,Basic,Monthly,9.99,Google Ads,Tablet,Active,
1183,2024-07-24,USA,35-44,Standard,Monthly,12.99,YouTube,Desktop,Active,
1184,2024-07-31,France,35-44,Basic,Monthly,9.99,Google Ads,Mobile,Active,
1185,2024-02-20,UK,35-44,Standard,Monthly,12.99,Google Ads,Desktop,Active,
1186,2024-06-06,USA,55+,Premium,Monthly,14.99,Facebook,Desktop,Active,
1187,2024-01-14,India,35-44,Standard,Monthly,12.99,Instagram,Smart TV,Active,
1188,2024-06-14,India,18-24,Basic,Annual,9.99,Instagram,Desktop,Active,
1189,2024-11-01,UAE,45-54,Standard,Monthly,12.99,Google Ads,Tablet,Active,
1190,2024-02-01,India,45-54,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
1191,2024-11-20,Australia,55+,Basic,Annual,9.99,Referral,Mobile,Active,
1192,2024-05-06,UK,35-44,Standard,Monthly,12.99,Referral,Smart TV,Active,
1193,2024-08-16,Canada,25-34,Basic,Monthly,9.99,Facebook,Desktop,Active,
1194,2024-05-05,UAE,45-54,Standard,Monthly,12.99,Google Ads,Mobile,Active,
1195,2024-08-25,USA,18-24,Premium,Monthly,14.99,YouTube,Tablet,Churned,2024-11-05 00:00:00
1196,2024-11-02,Germany,25-34,Basic,Monthly,9.99,Referral,Tablet,Active,
1197,2024-01-24,India,35-44,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
1198,2024-12-23,UAE,35-44,Basic,Monthly,9.99,YouTube,Desktop,Active,
1199,2024-11-08,Germany,35-44,Standard,Annual,12.99,TikTok,Smart TV,Active,
1200,2024-05-19,Germany,25-34,Basic,Annual,9.99,YouTube,Tablet,Active,
1201,2024-01-09,USA,55+,Premium,Monthly,14.99,YouTube,Mobile,Active,
1202,2024-01-05,France,55+,Standard,Monthly,12.99,Google Ads,Mobile,Churned,2024-06-08 00:00:00
1203,2024-10-02,India,35-44,Basic,Annual,9.99,YouTube,Tablet,Churned,2025-02-22 00:00:00
1204,2024-07-17,USA,18-24,Basic,Annual,9.99,YouTube,Tablet,Active,
1205,2024-04-08,USA,35-44,Basic,Monthly,9.99,TikTok,Tablet,Active,
1206,2024-04-08,Australia,25-34,Basic,Monthly,9.99,Instagram,Smart TV,Active,
1207,2024-07-04,Singapore,25-34,Basic,Monthly,9.99,Google Ads,Desktop,Active,
1208,2024-11-22,Singapore,55+,Basic,Annual,9.99,YouTube,Desktop,Active,
1209,2024-10-09,Singapore,55+,Basic,Annual,9.99,Instagram,Mobile,Active,
1210,2024-10-28,Australia,55+,Basic,Monthly,9.99,Instagram,Tablet,Active,
1211,2024-04-08,UAE,55+,Premium,Monthly,14.99,Facebook,Smart TV,Active,
1212,2024-01-02,USA,35-44,Premium,Monthly,14.99,YouTube,Smart TV,Active,
1213,2024-05-20,Brazil,35-44,Basic,Monthly,9.99,Referral,Mobile,Active,
1214,2024-04-24,UAE,45-54,Basic,Annual,9.99,Facebook,Mobile,Active,
1215,2024-07-19,Singapore,18-24,Basic,Monthly,9.99,TikTok,Desktop,Active,
1216,2024-12-19,Canada,25-34,Basic,Monthly,9.99,Instagram,Tablet,Active,
1217,2024-06-08,Brazil,45-54,Basic,Monthly,9.99,Google Ads,Tablet,Churned,2024-07-15 00:00:00
1218,2024-05-08,Germany,18-24,Basic,Monthly,9.99,Facebook,Desktop,Active,
1219,2024-02-07,India,45-54,Standard,Monthly,12.99,Referral,Mobile,Active,
1220,2024-02-13,France,35-44,Premium,Annual,14.99,TikTok,Mobile,Active,
1221,2024-03-06,USA,35-44,Basic,Annual,9.99,Referral,Smart TV,Active,
1222,2024-02-03,USA,35-44,Basic,Monthly,9.99,YouTube,Smart TV,Active,
1223,2024-02-19,Singapore,55+,Standard,Monthly,12.99,Google Ads,Smart TV,Active,
1224,2024-07-15,Singapore,55+,Basic,Monthly,9.99,Google Ads,Tablet,Active,
1225,2024-11-29,Brazil,55+,Premium,Annual,14.99,Facebook,Desktop,Active,
1226,2024-02-25,India,55+,Basic,Monthly,9.99,Instagram,Desktop,Active,
1227,2024-11-22,Brazil,55+,Standard,Monthly,12.99,YouTube,Desktop,Active,
1228,2024-05-04,UK,35-44,Basic,Monthly,9.99,Referral,Smart TV,Active,
1229,2024-09-19,Australia,55+,Premium,Annual,14.99,Referral,Desktop,Active,
1230,2024-03-16,Australia,35-44,Basic,Monthly,9.99,Google Ads,Desktop,Active,
1231,2024-01-30,UAE,18-24,Basic,Annual,9.99,YouTube,Tablet,Active,
1232,2024-04-10,Canada,18-24,Premium,Monthly,14.99,Facebook,Desktop,Active,
1233,2024-12-07,Brazil,55+,Basic,Monthly,9.99,TikTok,Tablet,Active,
1234,2024-10-23,France,35-44,Standard,Monthly,12.99,Instagram,Mobile,Churned,2025-02-06 00:00:00
1235,2024-08-20,Brazil,25-34,Premium,Annual,14.99,Google Ads,Desktop,Active,
1236,2024-12-20,Canada,45-54,Basic,Monthly,9.99,TikTok,Tablet,Active,
1237,2024-07-11,USA,35-44,Basic,Monthly,9.99,Google Ads,Mobile,Active,
1238,2024-07-02,Australia,45-54,Basic,Monthly,9.99,Instagram,Tablet,Active,
1239,2024-01-23,Australia,25-34,Premium,Monthly,14.99,Instagram,Tablet,Active,
1240,2024-03-30,UK,25-34,Basic,Monthly,9.99,Google Ads,Desktop,Active,
1241,2024-05-14,UK,45-54,Premium,Monthly,14.99,TikTok,Mobile,Active,
1242,2024-06-22,Canada,35-44,Premium,Monthly,14.99,Facebook,Desktop,Active,
1243,2024-09-26,France,18-24,Premium,Annual,14.99,Google Ads,Desktop,Active,
1244,2024-03-07,France,35-44,Standard,Monthly,12.99,Facebook,Smart TV,Active,
1245,2024-11-21,Singapore,55+,Basic,Monthly,9.99,Instagram,Tablet,Active,
1246,2024-03-17,Australia,25-34,Basic,Monthly,9.99,Referral,Smart TV,Active,
1247,2024-04-17,Singapore,18-24,Standard,Annual,12.99,Instagram,Smart TV,Active,
1248,2024-11-26,Brazil,25-34,Standard,Monthly,12.99,Facebook,Tablet,Churned,2025-05-07 00:00:00
1249,2024-09-26,Brazil,45-54,Standard,Annual,12.99,Facebook,Smart TV,Active,
1250,2024-11-22,USA,25-34,Premium,Monthly,14.99,Instagram,Desktop,Active,
1251,2024-08-19,Australia,45-54,Premium,Monthly,14.99,YouTube,Desktop,Active,
1252,2024-07-10,India,35-44,Basic,Monthly,9.99,YouTube,Tablet,Active,
1253,2024-04-27,Singapore,35-44,Standard,Monthly,12.99,YouTube,Smart TV,Active,
1254,2024-08-27,Brazil,35-44,Basic,Monthly,9.99,Facebook,Smart TV,Active,
1255,2024-01-13,India,35-44,Basic,Monthly,9.99,Google Ads,Tablet,Active,
1256,2024-09-13,Australia,25-34,Standard,Monthly,12.99,Google Ads,Mobile,Active,
1257,2024-02-06,Germany,25-34,Basic,Monthly,9.99,TikTok,Tablet,Active,
1258,2024-05-08,Australia,25-34,Basic,Annual,9.99,TikTok,Desktop,Active,
1259,2024-10-05,Australia,35-44,Premium,Monthly,14.99,YouTube,Smart TV,Churned,2025-01-19 00:00:00
1260,2024-10-23,UAE,25-34,Standard,Monthly,12.99,YouTube,Desktop,Active,
1261,2024-04-26,Canada,55+,Standard,Monthly,12.99,Referral,Smart TV,Active,
1262,2024-08-24,Canada,45-54,Basic,Monthly,9.99,TikTok,Smart TV,Active,
1263,2024-04-17,USA,35-44,Basic,Annual,9.99,Instagram,Desktop,Active,
1264,2024-06-05,Germany,35-44,Premium,Monthly,14.99,Instagram,Smart TV,Active,
1265,2024-08-05,Australia,35-44,Standard,Monthly,12.99,Referral,Mobile,Churned,2025-01-19 00:00:00
1266,2024-10-17,UK,35-44,Standard,Annual,12.99,Referral,Smart TV,Active,
1267,2024-07-14,UAE,45-54,Basic,Monthly,9.99,Instagram,Smart TV,Active,
1268,2024-02-25,Australia,18-24,Basic,Annual,9.99,Instagram,Mobile,Active,
1269,2024-12-11,Singapore,45-54,Standard,Monthly,12.99,Google Ads,Desktop,Active,
1270,2024-04-11,Australia,25-34,Basic,Annual,9.99,Instagram,Tablet,Active,
1271,2024-12-03,Germany,55+,Standard,Monthly,12.99,Google Ads,Desktop,Active,
1272,2024-06-16,UK,18-24,Premium,Monthly,14.99,Instagram,Smart TV,Active,
1273,2024-09-01,Canada,25-34,Standard,Monthly,12.99,Instagram,Tablet,Active,
1274,2024-08-09,Singapore,55+,Premium,Monthly,14.99,Facebook,Desktop,Churned,2024-10-18 00:00:00
1275,2024-09-14,Canada,18-24,Standard,Monthly,12.99,Instagram,Smart TV,Active,
1276,2024-02-02,Canada,55+,Premium,Monthly,14.99,Facebook,Smart TV,Active,
1277,2024-08-23,India,35-44,Basic,Monthly,9.99,TikTok,Smart TV,Active,
1278,2024-06-26,Australia,45-54,Standard,Annual,12.99,Referral,Desktop,Active,
1279,2024-07-31,France,45-54,Basic,Annual,9.99,YouTube,Desktop,Active,
1280,2024-12-23,USA,25-34,Standard,Monthly,12.99,Instagram,Tablet,Active,
1281,2024-11-17,India,25-34,Standard,Monthly,12.99,YouTube,Smart TV,Active,
1282,2024-10-10,India,55+,Basic,Monthly,9.99,Facebook,Smart TV,Active,
1283,2024-08-18,USA,45-54,Basic,Monthly,9.99,Google Ads,Mobile,Active,
1284,2024-11-23,Germany,45-54,Standard,Annual,12.99,Instagram,Smart TV,Churned,2025-03-30 00:00:00
1285,2024-01-20,UK,35-44,Basic,Monthly,9.99,TikTok,Smart TV,Active,
1286,2024-09-05,Canada,45-54,Basic,Monthly,9.99,Instagram,Smart TV,Active,
1287,2024-05-22,USA,55+,Premium,Monthly,14.99,Google Ads,Desktop,Active,
1288,2024-05-30,UK,18-24,Basic,Annual,9.99,TikTok,Mobile,Active,
1289,2024-12-12,Canada,18-24,Basic,Monthly,9.99,TikTok,Desktop,Churned,2025-02-25 00:00:00
1290,2024-08-14,UAE,18-24,Standard,Annual,12.99,YouTube,Tablet,Active,
1291,2024-08-15,France,25-34,Basic,Monthly,9.99,Instagram,Tablet,Active,
1292,2024-05-02,USA,18-24,Basic,Monthly,9.99,Facebook,Desktop,Active,
1293,2024-12-14,India,25-34,Standard,Monthly,12.99,TikTok,Desktop,Active,
