customer_id,month,logins,watch_time_hours,feature_usage_score,support_tickets
178,2024-09,17,39,90,0
178,2024-10,7,51,42,0
178,2024-11,14,24,53,3
178,2024-12,13,36,97,3
179,2024-01,6,35,50,1
179,2024-02,13,47,74,3
179,2024-03,11,31,72,2
179,2024-04,19,37,72,1
179,2024-05,14,29,88,2
179,2024-06,11,21,55,1
179,2024-07,18,34,80,2
179,2024-08,14,28,71,2
179,2024-09,19,52,59,0
179,2024-10,18,15,73,0
179,2024-11,19,56,62,1
179,2024-12,14,81,75,3
180,2024-01,7,56,35,1
180,2024-02,14,53,56,0
180,2024-03,13,51,75,0
180,2024-04,21,35,93,2
180,2024-05,21,28,79,2
180,2024-06,20,41,63,2
180,2024-07,11,54,60,0
180,2024-08,13,54,84,0
180,2024-09,15,45,64,0
180,2024-10,10,61,100,0
180,2024-11,17,31,93,0
180,2024-12,18,40,79,1
181,2024-01,14,55,73,1
181,2024-02,23,20,51,0
181,2024-03,20,58,64,0
181,2024-04,10,51,70,0
181,2024-05,13,34,97,1
181,2024-06,16,52,61,2
181,2024-07,12,49,43,3
181,2024-08,13,33,83,0
181,2024-09,14,35,93,2
181,2024-10,23,12,36,3
181,2024-11,11,77,70,1
181,2024-12,21,34,95,1
182,2024-01,22,40,58,0
182,2024-02,14,56,76,1
182,2024-03,19,25,51,1
182,2024-04,17,22,70,4
182,2024-05,16,22,72,1
182,2024-06,15,37,58,1
182,2024-07,12,39,47,1
182,2024-08,11,35,96,1
182,2024-09,11,57,68,1
182,2024-10,13,50,56,1
182,2024-11,8,38,62,1
182,2024-12,14,28,69,1
183,2024-01,17,28,56,0
183,2024-02,17,27,36,3
183,2024-03,18,48,83,0
183,2024-04,22,17,79,1
183,2024-05,14,31,65,0
183,2024-06,18,34,71,2
183,2024-07,16,31,71,1
183,2024-08,14,43,98,1
183,2024-09,17,24,41,1
183,2024-10,23,56,83,1
183,2024-11,19,29,47,2
183,2024-12,13,59,100,2
184,2024-01,8,1,67,3
184,2024-02,14,55,79,0
184,2024-03,15,64,44,0
184,2024-04,14,39,90,2
184,2024-05,17,44,49,2
184,2024-06,20,19,45,0
184,2024-07,10,62,88,1
184,2024-08,11,44,63,1
184,2024-09,11,42,40,0
184,2024-10,20,61,41,0
184,2024-11,14,32,85,0
184,2024-12,13,38,60,0
185,2024-01,14,45,35,1
185,2024-02,13,48,30,4
185,2024-03,12,42,70,1
185,2024-04,14,62,64,2
185,2024-05,12,40,51,1
185,2024-06,14,38,94,0
185,2024-07,24,51,53,3
185,2024-08,15,9,78,1
185,2024-09,12,55,75,4
185,2024-10,11,38,89,1
185,2024-11,18,22,75,3
185,2024-12,9,59,55,0
186,2024-01,22,45,51,0
186,2024-02,9,34,100,2
186,2024-03,11,46,54,2
186,2024-04,20,59,80,0
186,2024-05,22,64,87,2
186,2024-06,12,72,63,1
186,2024-07,16,34,50,1
186,2024-08,13,43,100,0
186,2024-09,26,55,71,2
186,2024-10,14,29,94,1
186,2024-11,20,17,73,0
186,2024-12,12,50,65,1
187,2024-01,20,14,61,2
187,2024-02,9,42,100,1
187,2024-03,16,37,79,0
187,2024-04,23,17,90,2
187,2024-05,14,47,50,1
187,2024-06,12,35,65,2
187,2024-07,15,57,82,1
187,2024-08,18,38,100,2
187,2024-09,17,36,80,1
187,2024-10,5,18,86,2
187,2024-11,13,30,74,3
187,2024-12,18,25,56,4
188,2024-01,23,33,87,0
188,2024-02,23,48,65,1
188,2024-03,16,36,77,0
188,2024-04,13,48,64,0
188,2024-05,10,59,73,1
188,2024-06,17,37,46,1
188,2024-07,14,63,67,1
188,2024-08,11,65,46,1
188,2024-09,11,55,99,0
188,2024-10,23,67,74,0
188,2024-11,14,23,87,0
188,2024-12,20,19,70,0
189,2024-01,18,65,82,4
189,2024-02,11,23,100,2
189,2024-03,20,1,45,0
189,2024-04,14,56,100,0
189,2024-05,13,31,62,0
189,2024-06,8,42,59,2
189,2024-07,13,36,59,3
189,2024-08,17,18,67,1
189,2024-09,19,34,100,1
189,2024-10,14,71,75,0
189,2024-11,15,23,65,1
189,2024-12,16,16,71,3
190,2024-01,19,35,69,2
190,2024-02,10,23,74,2
190,2024-03,12,47,74,1
190,2024-04,15,35,73,0
190,2024-05,16,36,40,3
190,2024-06,10,37,71,1
190,2024-07,7,32,52,1
190,2024-08,13,19,49,1
190,2024-09,19,47,77,1
190,2024-10,20,39,69,2
190,2024-11,16,58,78,0
190,2024-12,13,53,78,0
191,2024-01,24,69,53,0
191,2024-02,18,15,53,1
191,2024-03,23,34,61,1
191,2024-04,10,36,63,0
191,2024-05,12,37,82,1
191,2024-06,17,88,67,0
191,2024-07,17,40,67,1
191,2024-08,11,24,89,2
191,2024-09,21,36,53,0
191,2024-10,24,31,49,1
191,2024-11,13,17,30,2
191,2024-12,19,43,64,0
192,2024-01,23,42,90,3
192,2024-02,12,58,55,0
192,2024-03,13,40,79,3
192,2024-04,12,71,70,2
192,2024-05,7,22,79,1
192,2024-06,13,58,74,0
192,2024-07,11,29,79,1
192,2024-08,20,20,46,0
192,2024-09,14,43,100,1
192,2024-10,15,52,100,0
192,2024-11,18,42,64,1
192,2024-12,14,37,70,0
193,2024-01,18,44,76,1
193,2024-02,16,51,79,2
193,2024-03,15,41,74,0
193,2024-04,21,53,88,0
193,2024-05,13,43,98,0
193,2024-06,15,31,79,0
193,2024-07,11,37,85,2
193,2024-08,13,43,97,0
193,2024-09,11,33,73,1
193,2024-10,13,35,87,1
193,2024-11,19,57,98,2
193,2024-12,18,36,77,0
194,2024-01,13,39,62,0
194,2024-02,16,27,47,0
194,2024-03,12,44,81,2
194,2024-04,18,50,92,3
194,2024-05,13,50,59,3
194,2024-06,11,77,61,0
194,2024-07,10,25,73,0
194,2024-08,16,34,47,0
194,2024-09,22,56,72,0
194,2024-10,15,66,68,1
194,2024-11,21,48,87,1
194,2024-12,16,46,38,1
195,2024-01,10,55,63,1
195,2024-02,14,25,76,1
195,2024-03,15,42,60,2
195,2024-04,14,46,46,1
195,2024-05,17,21,77,0
195,2024-06,16,44,85,7
195,2024-07,15,15,52,2
195,2024-08,13,39,51,0
195,2024-09,20,47,47,3
195,2024-10,18,38,64,0
195,2024-11,16,39,39,2
195,2024-12,23,31,74,1
196,2024-01,18,39,64,2
196,2024-02,13,49,48,0
196,2024-03,15,69,82,0
196,2024-04,21,37,100,0
196,2024-05,17,24,59,0
196,2024-06,18,32,45,3
196,2024-07,20,30,95,2
196,2024-08,15,60,59,1
196,2024-09,18,12,68,1
196,2024-10,15,30,80,1
196,2024-11,17,39,79,1
196,2024-12,13,36,63,0
197,2024-01,12,46,34,1
197,2024-02,14,45,100,0
197,2024-03,13,48,79,0
197,2024-04,14,14,92,3
197,2024-05,15,39,64,2
197,2024-06,11,36,83,4
197,2024-07,15,27,100,0
197,2024-08,12,53,71,0
197,2024-09,22,17,100,1
197,2024-10,20,33,53,0
197,2024-11,13,69,95,0
197,2024-12,23,57,58,0
198,2024-01,12,44,100,1
198,2024-02,13,64,53,1
198,2024-03,14,35,33,2
198,2024-04,17,40,57,0
198,2024-05,16,44,79,0
198,2024-06,18,28,76,1
198,2024-07,22,44,70,0
198,2024-08,15,52,100,1
198,2024-09,15,49,90,1
198,2024-10,15,50,74,0
198,2024-11,14,46,85,0
198,2024-12,24,52,94,0
199,2024-01,5,27,71,0
199,2024-02,20,59,90,0
199,2024-03,12,59,77,0
199,2024-04,19,66,59,3
199,2024-05,14,55,50,0
199,2024-06,21,25,89,1
199,2024-07,17,17,68,0
199,2024-08,18,51,71,2
199,2024-09,20,52,73,0
199,2024-10,21,28,67,0
199,2024-11,16,47,69,3
199,2024-12,21,35,64,1
200,2024-01,16,9,45,2
200,2024-02,14,16,65,3
200,2024-03,18,38,98,1
200,2024-04,16,41,59,1
200,2024-05,19,63,59,2
200,2024-06,9,42,98,1
200,2024-07,16,67,73,0
200,2024-08,14,60,86,1
200,2024-09,18,35,63,1
200,2024-10,19,39,86,1
200,2024-11,14,29,25,0
200,2024-12,17,29,87,2
201,2024-01,13,52,62,1
201,2024-02,20,52,75,1
201,2024-03,12,38,87,1
201,2024-04,14,32,37,2
201,2024-05,16,43,64,1
201,2024-06,13,44,100,0
201,2024-07,14,49,63,3
201,2024-08,18,40,19,1
201,2024-09,14,24,43,0
201,2024-10,11,52,70,0
201,2024-11,12,62,65,3
201,2024-12,18,38,100,1
202,2024-01,15,18,60,0
202,2024-02,15,39,39,0
202,2024-03,18,37,62,1
202,2024-04,22,27,94,1
202,2024-05,14,47,74,0
202,2024-06,11,28,52,1
202,2024-07,14,37,63,0
202,2024-08,10,42,59,1
202,2024-09,16,36,30,0
202,2024-10,23,54,87,1
202,2024-11,18,59,41,2
202,2024-12,15,23,33,0
203,2024-01,21,44,86,2
203,2024-02,19,46,74,1
203,2024-03,16,53,100,0
203,2024-04,14,46,81,1
203,2024-05,16,59,64,0
203,2024-06,23,42,82,2
203,2024-07,14,36,88,2
203,2024-08,19,55,63,0
203,2024-09,20,30,79,1
203,2024-10,20,61,68,1
203,2024-11,13,68,52,1
203,2024-12,12,27,100,0
204,2024-01,11,68,100,1
204,2024-02,19,33,98,3
204,2024-03,21,15,42,1
204,2024-04,12,23,66,0
204,2024-05,18,46,74,0
204,2024-06,14,46,98,3
204,2024-07,16,55,72,0
204,2024-08,22,34,80,2
204,2024-09,11,51,46,1
204,2024-10,15,37,17,1
204,2024-11,10,43,38,0
204,2024-12,12,41,54,2
205,2024-01,21,81,82,0
205,2024-02,23,31,72,1
205,2024-03,13,40,62,0
205,2024-04,13,73,49,0
205,2024-05,12,54,53,1
205,2024-06,16,47,73,4
205,2024-07,25,19,94,3
205,2024-08,19,17,62,1
205,2024-09,17,60,93,4
205,2024-10,18,46,84,2
205,2024-11,14,35,79,0
205,2024-12,16,48,57,0
206,2024-01,14,39,90,0
206,2024-02,19,62,65,0
206,2024-03,12,41,66,2
206,2024-04,18,41,82,2
206,2024-05,13,46,63,2
206,2024-06,14,22,37,1
206,2024-07,15,70,50,2
206,2024-08,20,44,100,0
206,2024-09,14,45,70,1
206,2024-10,13,68,64,1
206,2024-11,18,61,76,1
206,2024-12,14,46,69,2
207,2024-01,15,62,84,2
207,2024-02,18,18,70,2
207,2024-03,15,52,45,0
207,2024-04,23,41,100,0
207,2024-05,17,44,75,2
207,2024-06,14,28,61,0
207,2024-07,14,68,54,0
207,2024-08,15,50,78,0
207,2024-09,11,24,67,3
207,2024-10,20,44,79,0
207,2024-11,18,60,29,1
207,2024-12,12,44,78,0
208,2024-01,19,37,87,1
208,2024-02,10,44,77,2
208,2024-03,22,53,89,2
208,2024-04,16,28,57,0
208,2024-05,15,36,67,0
208,2024-06,9,66,100,1
208,2024-07,17,36,56,0
208,2024-08,10,21,67,0
208,2024-09,18,43,45,0
208,2024-10,20,29,75,1
208,2024-11,14,18,58,0
208,2024-12,20,49,71,0
209,2024-01,14,37,85,0
209,2024-02,15,54,85,0
209,2024-03,9,29,62,0
209,2024-04,14,39,65,1
209,2024-05,15,52,71,1
209,2024-06,13,37,45,0
209,2024-07,15,71,62,0
209,2024-08,15,26,79,2
209,2024-09,23,49,60,2
209,2024-10,14,33,74,0
209,2024-11,11,54,76,2
209,2024-12,20,8,97,1
210,2024-01,12,30,94,1
210,2024-02,10,37,44,0
210,2024-03,13,44,100,2
210,2024-04,14,56,93,2
210,2024-05,17,69,73,4
210,2024-06,18,44,61,1
210,2024-07,18,55,47,0
210,2024-08,17,43,81,1
210,2024-09,19,42,72,0
210,2024-10,14,60,61,4
210,2024-11,21,22,48,1
210,2024-12,15,39,100,0
211,2024-01,16,34,75,0
211,2024-02,14,50,36,1
211,2024-03,20,23,57,1
211,2024-04,15,25,43,1
211,2024-05,12,22,48,3
211,2024-06,16,5,88,1
211,2024-07,16,24,89,4
211,2024-08,12,34,94,0
211,2024-09,17,28,63,0
211,2024-10,18,41,43,0
211,2024-11,15,31,64,4
211,2024-12,12,29,60,1
212,2024-01,11,45,57,0
212,2024-02,11,54,85,1
212,2024-03,10,33,56,1
212,2024-04,16,25,82,2
212,2024-05,15,37,83,1
212,2024-06,16,25,62,2
212,2024-07,10,48,30,1
212,2024-08,10,27,78,1
212,2024-09,18,66,70,2
212,2024-10,16,47,67,1
212,2024-11,13,58,71,1
212,2024-12,15,31,100,1
213,2024-01,17,46,57,1
213,2024-02,18,34,64,3
213,2024-03,15,60,88,1
213,2024-04,11,30,64,3
213,2024-05,10,46,70,0
213,2024-06,19,46,64,1
213,2024-07,16,38,76,2
213,2024-08,15,46,85,1
213,2024-09,13,46,66,4
213,2024-10,21,49,95,0
213,2024-11,19,56,46,1
213,2024-12,16,34,62,0
214,2024-01,16,35,100,0
214,2024-02,12,32,42,0
214,2024-03,18,29,74,2
214,2024-04,18,37,74,1
214,2024-05,10,52,35,1
214,2024-06,17,26,33,0
214,2024-07,11,50,67,0
214,2024-08,10,45,44,1
214,2024-09,19,35,100,1
214,2024-10,17,40,80,2
214,2024-11,15,38,54,1
214,2024-12,9,28,81,0
215,2024-01,12,42,91,1
215,2024-02,16,28,81,1
215,2024-03,12,53,73,0
215,2024-04,14,16,79,3
215,2024-05,12,22,51,2
215,2024-06,15,37,71,0
215,2024-07,10,47,74,1
215,2024-08,12,35,48,1
215,2024-09,11,61,93,1
215,2024-10,17,40,80,2
215,2024-11,15,30,72,3
215,2024-12,13,13,85,0
216,2024-01,16,35,59,1
216,2024-02,16,40,64,1
216,2024-03,17,41,53,2
216,2024-04,20,38,37,1
216,2024-05,19,13,39,1
216,2024-06,14,41,96,1
216,2024-07,17,19,91,0
216,2024-08,13,52,73,3
216,2024-09,16,28,67,3
216,2024-10,15,39,70,2
216,2024-11,14,27,62,0
216,2024-12,16,34,94,0
217,2024-01,18,48,88,0
217,2024-02,18,31,58,0
217,2024-03,18,47,63,1
217,2024-04,20,35,89,0
217,2024-05,8,63,100,1
217,2024-06,12,28,96,4
217,2024-07,18,60,68,4
217,2024-08,17,38,61,1
217,2024-09,11,43,100,0
217,2024-10,15,26,68,1
217,2024-11,13,38,73,0
217,2024-12,12,45,88,1
218,2024-01,14,37,93,0
218,2024-02,13,23,82,1
218,2024-03,14,36,85,0
218,2024-04,14,26,49,2
218,2024-05,12,73,75,0
218,2024-06,14,26,69,2
218,2024-07,15,37,59,1
218,2024-08,11,45,33,0
218,2024-09,20,39,82,2
218,2024-10,16,38,86,0
218,2024-11,14,46,79,1
218,2024-12,8,55,93,2
219,2024-01,15,11,100,1
219,2024-02,12,23,67,0
219,2024-03,17,24,68,0
219,2024-04,21,23,100,2
219,2024-05,13,50,21,0
219,2024-06,16,41,38,0
219,2024-07,17,55,83,2
219,2024-08,12,54,36,0
219,2024-09,12,39,56,1
219,2024-10,11,39,100,2
219,2024-11,20,43,67,2
219,2024-12,28,18,64,2
220,2024-01,19,35,58,1
220,2024-02,12,12,84,1
220,2024-03,13,50,63,1
220,2024-04,14,41,34,0
220,2024-05,11,44,93,0
220,2024-06,21,38,66,0
220,2024-07,7,28,54,2
220,2024-08,20,24,58,1
220,2024-09,17,59,50,1
220,2024-10,17,51,80,0
220,2024-11,14,41,44,1
220,2024-12,18,54,59,1
221,2024-01,16,26,39,1
221,2024-02,18,27,61,0
221,2024-03,14,40,100,0
221,2024-04,23,22,91,1
221,2024-05,18,49,80,3
221,2024-06,8,38,68,1
221,2024-07,17,37,87,0
221,2024-08,13,31,88,1
221,2024-09,16,39,70,0
221,2024-10,23,60,87,0
221,2024-11,19,24,65,0
221,2024-12,12,46,77,1
222,2024-01,16,57,88,2
222,2024-02,14,34,53,1
222,2024-03,19,56,45,0
222,2024-04,14,67,88,3
222,2024-05,7,23,71,1
222,2024-06,20,27,45,0
222,2024-07,15,25,84,1
222,2024-08,14,44,26,0
222,2024-09,12,39,68,1
222,2024-10,13,30,37,0
222,2024-11,13,44,99,4
222,2024-12,13,40,100,0
223,2024-01,17,49,42,1
223,2024-02,20,49,48,2
223,2024-03,17,53,58,3
223,2024-04,13,48,48,0
223,2024-05,12,24,43,0
223,2024-06,14,52,67,1
223,2024-07,17,39,56,3
223,2024-08,14,27,68,1
223,2024-09,16,31,57,1
223,2024-10,11,35,89,1
223,2024-11,9,35,63,1
223,2024-12,17,29,69,2
224,2024-01,13,18,71,1
224,2024-02,10,40,55,0
224,2024-03,23,34,73,0
224,2024-04,18,52,95,0
224,2024-05,18,37,79,2
224,2024-06,15,43,56,0
224,2024-07,12,36,75,0
224,2024-08,9,25,92,0
224,2024-09,14,35,100,2
224,2024-10,12,61,100,0
224,2024-11,16,49,85,1
224,2024-12,17,15,65,1
225,2024-01,11,41,82,1
225,2024-02,17,44,47,1
225,2024-03,26,45,58,0
225,2024-04,16,59,81,2
225,2024-05,11,28,100,0
225,2024-06,10,47,40,0
225,2024-07,16,12,86,0
225,2024-08,22,41,52,4
225,2024-09,15,32,100,4
225,2024-10,13,38,53,2
225,2024-11,17,68,87,1
225,2024-12,14,40,56,2
226,2024-01,15,25,72,0
226,2024-02,15,49,77,0
226,2024-03,21,45,47,4
226,2024-04,20,25,79,1
226,2024-05,14,21,61,2
226,2024-06,14,32,41,1
226,2024-07,15,26,97,2
226,2024-08,17,25,73,0
226,2024-09,14,53,68,2
226,2024-10,11,30,69,0
226,2024-11,14,37,45,0
226,2024-12,13,61,100,0
227,2024-01,14,11,83,0
227,2024-02,14,23,77,1
227,2024-03,18,35,100,4
227,2024-04,15,26,71,1
227,2024-05,17,32,35,1
227,2024-06,17,29,75,1
227,2024-07,10,43,75,1
227,2024-08,17,30,50,2
227,2024-09,17,27,100,2
227,2024-10,18,69,59,1
227,2024-11,17,46,60,0
227,2024-12,12,41,94,2
228,2024-01,17,34,73,0
228,2024-02,16,38,60,3
228,2024-03,12,51,49,2
228,2024-04,18,42,80,4
228,2024-05,9,37,47,2
228,2024-06,12,31,40,1
228,2024-07,19,53,56,1
228,2024-08,23,50,87,1
228,2024-09,18,72,50,0
228,2024-10,15,26,68,1
228,2024-11,14,35,64,1
228,2024-12,10,30,88,0
229,2024-01,10,40,60,1
229,2024-02,18,8,77,1
229,2024-03,16,55,97,1
229,2024-04,20,53,67,2
229,2024-05,14,27,54,0
229,2024-06,16,29,81,0
229,2024-07,17,50,76,2
229,2024-08,9,55,74,0
229,2024-09,17,15,68,0
229,2024-10,19,45,72,0
229,2024-11,5,47,69,2
229,2024-12,14,30,80,0
230,2024-01,19,55,46,1
230,2024-02,18,11,68,0
230,2024-03,11,58,68,2
230,2024-04,17,22,58,2
230,2024-05,8,8,45,2
230,2024-06,20,31,70,0
230,2024-07,14,24,86,0
230,2024-08,19,43,86,1
230,2024-09,18,65,69,0
230,2024-10,16,40,90,2
230,2024-11,15,46,72,0
230,2024-12,15,67,92,0
231,2024-01,14,55,59,1
231,2024-02,7,37,69,1
231,2024-03,9,39,42,2
231,2024-04,6,16,83,0
231,2024-05,9,32,63,0
231,2024-06,11,43,44,2
231,2024-07,10,45,71,2
231,2024-08,15,34,89,0
231,2024-09,14,50,39,1
231,2024-10,17,58,53,2
231,2024-11,11,37,93,2
231,2024-12,16,29,76,0
232,2024-01,17,44,63,4
232,2024-02,14,60,86,1
232,2024-03,10,18,55,0
232,2024-04,14,40,64,1
232,2024-05,15,46,87,1
232,2024-06,15,39,48,1
232,2024-07,15,42,71,0
232,2024-08,12,56,85,1
232,2024-09,18,47,71,0
232,2024-10,14,55,89,0
232,2024-11,10,43,67,0
232,2024-12,12,45,83,0
233,2024-01,17,36,70,0
233,2024-02,18,69,78,2
233,2024-03,11,9,33,1
233,2024-04,10,27,83,1
233,2024-05,14,56,70,5
233,2024-06,12,58,35,1
233,2024-07,20,13,66,1
233,2024-08,9,20,90,0
233,2024-09,14,43,70,0
233,2024-10,15,55,84,0
233,2024-11,17,42,88,0
233,2024-12,12,34,88,0
234,2024-01,21,54,100,0
234,2024-02,12,25,69,1
234,2024-03,15,51,53,0
234,2024-04,9,31,66,1
234,2024-05,16,49,52,0
234,2024-06,13,34,65,0
234,2024-07,18,23,75,0
234,2024-08,14,42,49,0
234,2024-09,8,45,75,1
234,2024-10,15,44,52,0
234,2024-11,8,38,100,2
234,2024-12,13,45,39,2
235,2024-01,14,52,81,1
235,2024-02,8,21,72,1
235,2024-03,24,11,68,1
235,2024-04,18,72,54,1
235,2024-05,17,19,55,0
235,2024-06,12,29,72,1
235,2024-07,16,71,70,0
235,2024-08,19,35,91,2
235,2024-09,21,34,67,4
235,2024-10,7,22,54,0
235,2024-11,21,42,60,0
235,2024-12,16,41,91,1
236,2024-01,11,32,34,1
236,2024-02,21,13,76,3
236,2024-03,16,32,100,3
236,2024-04,10,24,36,1
236,2024-05,16,10,72,0
236,2024-06,8,53,52,1
236,2024-07,14,57,71,0
236,2024-08,11,20,41,4
236,2024-09,16,57,69,1
236,2024-10,13,36,41,2
236,2024-11,20,52,74,0
236,2024-12,8,73,61,0
237,2024-01,16,10,70,1
237,2024-02,20,29,37,0
237,2024-03,16,39,82,0
237,2024-04,20,64,98,1
237,2024-05,11,31,70,3
237,2024-06,22,37,75,1
237,2024-07,17,30,76,2
237,2024-08,24,27,45,0
237,2024-09,14,60,67,2
237,2024-10,19,4,80,2
237,2024-11,28,24,81,1
237,2024-12,13,61,69,1
238,2024-01,11,35,69,0
238,2024-02,17,19,84,0
238,2024-03,9,56,54,3
238,2024-04,19,46,69,2
238,2024-05,19,24,66,2
238,2024-06,16,27,100,1
238,2024-07,14,19,57,1
238,2024-08,12,42,68,1
238,2024-09,22,76,83,0
238,2024-10,12,43,45,0
238,2024-11,16,27,29,1
238,2024-12,25,53,52,1
239,2024-01,13,25,83,1
239,2024-02,14,29,84,1
239,2024-03,12,23,57,2
239,2024-04,21,47,56,2
239,2024-05,10,51,72,0
239,2024-06,10,25,70,0
239,2024-07,11,24,100,1
239,2024-08,8,38,59,1
239,2024-09,23,35,99,3
239,2024-10,19,50,60,0
239,2024-11,17,24,55,3
239,2024-12,15,26,72,0
240,2024-01,11,63,48,4
240,2024-02,16,15,100,0
240,2024-03,20,55,64,0
240,2024-04,16,72,65,2
240,2024-05,13,45,67,1
240,2024-06,14,54,70,1
240,2024-07,17,30,45,2
240,2024-08,19,46,43,2
240,2024-09,10,32,66,1
240,2024-10,14,29,51,0
240,2024-11,13,34,28,1
240,2024-12,27,53,81,0
241,2024-01,17,45,37,0
241,2024-02,18,13,35,2
241,2024-03,16,45,60,2
241,2024-04,14,37,65,0
241,2024-05,17,51,70,1
241,2024-06,17,38,54,1
241,2024-07,12,59,93,2
241,2024-08,16,28,31,2
241,2024-09,16,61,72,0
241,2024-10,11,36,75,0
241,2024-11,16,61,38,0
241,2024-12,16,61,91,1
242,2024-01,17,66,89,0
242,2024-02,11,42,72,1
242,2024-03,21,60,64,0
242,2024-04,18,22,46,0
242,2024-05,15,27,28,2
242,2024-06,11,38,66,2
242,2024-07,19,60,93,1
242,2024-08,13,37,86,2
242,2024-09,20,36,74,0
242,2024-10,7,63,100,0
242,2024-11,22,51,84,0
242,2024-12,13,39,50,0
243,2024-01,15,58,73,1
243,2024-02,11,61,66,2
243,2024-03,15,5,95,3
243,2024-04,10,15,61,1
243,2024-05,15,41,67,4
243,2024-06,9,35,56,1
243,2024-07,11,1,55,1
243,2024-08,17,47,81,0
243,2024-09,12,21,50,1
243,2024-10,12,34,89,2
243,2024-11,12,68,77,2
243,2024-12,15,51,100,0
244,2024-01,14,36,56,0
244,2024-02,10,43,66,1
244,2024-03,19,30,58,2
244,2024-04,12,35,75,1
244,2024-05,13,23,52,1
244,2024-06,16,30,65,1
244,2024-07,9,54,72,1
244,2024-08,19,51,76,1
244,2024-09,19,9,53,1
244,2024-10,9,22,38,0
244,2024-11,21,44,87,0
244,2024-12,19,62,46,1
245,2024-01,11,48,60,2
245,2024-02,17,27,95,0
245,2024-03,11,61,69,1
245,2024-04,15,43,88,2
245,2024-05,12,28,100,0
245,2024-06,18,13,69,1
245,2024-07,17,28,84,0
245,2024-08,12,43,80,0
245,2024-09,14,63,63,1
245,2024-10,20,41,100,1
245,2024-11,27,15,68,2
245,2024-12,14,37,85,2
246,2024-01,21,33,57,0
246,2024-02,19,39,78,2
246,2024-03,18,49,100,2
246,2024-04,8,55,44,0
246,2024-05,10,43,100,0
246,2024-06,21,27,61,0
246,2024-07,20,45,51,2
246,2024-08,11,33,62,3
246,2024-09,15,43,66,0
246,2024-10,17,11,47,2
246,2024-11,13,50,99,1
246,2024-12,16,22,63,2
247,2024-01,7,62,80,0
247,2024-02,13,21,53,2
247,2024-03,14,37,71,1
247,2024-04,14,24,50,2
247,2024-05,22,60,64,1
247,2024-06,18,12,49,1
247,2024-07,17,18,69,1
247,2024-08,18,30,67,1
247,2024-09,16,16,71,2
247,2024-10,16,15,63,1
247,2024-11,16,40,52,2
247,2024-12,9,26,38,0
248,2024-01,12,19,100,1
248,2024-02,12,34,68,1
248,2024-03,12,31,65,1
248,2024-04,14,42,78,3
248,2024-05,16,40,74,0
248,2024-06,14,49,66,0
248,2024-07,18,42,65,0
248,2024-08,18,48,69,1
248,2024-09,23,23,55,2
248,2024-10,15,51,100,2
248,2024-11,18,36,41,0
248,2024-12,17,60,28,0
249,2024-01,8,31,73,1
249,2024-02,14,35,62,1
249,2024-03,16,30,67,0
249,2024-04,12,35,61,0
249,2024-05,14,34,62,0
249,2024-06,18,41,70,1
249,2024-07,17,26,46,1
249,2024-08,14,25,81,1
249,2024-09,17,46,100,2
249,2024-10,12,32,82,1
249,2024-11,18,55,76,2
249,2024-12,12,63,63,1
250,2024-01,16,26,81,1
250,2024-02,13,55,57,0
250,2024-03,13,51,89,1
250,2024-04,18,60,92,0
250,2024-05,19,17,85,0
250,2024-06,18,34,94,1
250,2024-07,14,49,46,0
250,2024-08,16,45,79,0
250,2024-09,17,25,50,1
250,2024-10,19,29,64,0
250,2024-11,15,48,55,1
250,2024-12,15,35,81,0
251,2024-01,16,50,82,0
251,2024-02,17,59,100,1
251,2024-03,17,37,92,0
251,2024-04,12,45,54,2
251,2024-05,16,46,88,0
251,2024-06,14,33,84,1
251,2024-07,16,16,72,1
251,2024-08,7,44,77,0
251,2024-09,16,37,83,1
251,2024-10,12,70,97,1
251,2024-11,23,22,41,1
251,2024-12,18,32,89,1
252,2024-01,13,31,65,1
252,2024-02,11,47,82,1
252,2024-03,11,47,30,0
252,2024-04,12,57,64,2
252,2024-05,13,71,83,1
252,2024-06,15,41,89,2
252,2024-07,17,33,68,0
252,2024-08,9,35,96,0
252,2024-09,12,46,93,1
252,2024-10,27,34,18,0
252,2024-11,12,54,75,2
252,2024-12,9,37,65,2
253,2024-01,22,61,85,0
253,2024-02,13,76,59,0
253,2024-03,12,15,55,2
253,2024-04,12,52,69,3
253,2024-05,12,5,49,1
253,2024-06,14,43,90,1
253,2024-07,10,48,67,1
253,2024-08,15,27,71,0
253,2024-09,13,34,71,0
253,2024-10,17,59,86,2
253,2024-11,16,25,74,2
253,2024-12,14,37,100,2
254,2024-01,14,23,55,3
254,2024-02,15,42,66,1
254,2024-03,17,49,77,0
254,2024-04,17,22,100,2
254,2024-05,19,40,100,0
254,2024-06,13,35,100,0
254,2024-07,12,51,61,3
254,2024-08,21,53,87,0
254,2024-09,11,37,85,0
254,2024-10,22,43,48,0
254,2024-11,16,31,70,1
254,2024-12,15,44,94,0
255,2024-01,19,33,44,2
255,2024-02,10,42,79,2
255,2024-03,13,39,100,2
255,2024-04,12,52,58,2
255,2024-05,17,53,90,1
255,2024-06,16,1,54,2
255,2024-07,10,38,70,0
255,2024-08,18,26,72,0
255,2024-09,17,5,55,2
255,2024-10,20,30,68,0
255,2024-11,10,28,35,0
255,2024-12,14,42,82,1
256,2024-01,11,22,69,1
256,2024-02,11,60,71,1
256,2024-03,16,42,97,3
